title,company,job_location,experience,skills,link,keywords (Yake),keywords (Rake),keywords ( StackOverflow Tags)
Pharma data analyst,Judegat,"Hyderabad, Telangana",,[],https://indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Cy4mSK1BWNnZql-aAzDV_28T9e_SHRIs_yTM31WD4Uvot3ujU7Zo_eAUM5bc6vuhbxc5lApW0eDjHMR5NLxc5qingn8YGnsydmZ6XJywRRPLtZboAzvXEzAu5WktUinUctZr_fUvR3JvTyj5cXoQbUNspbB_ruAPLsW6-B-GC4g5IwzYvYIRqtsRcNSi3EUcTAiiLMU_Tr_IaCHpJj96ujVc8YbNpYwtL-dghUhYLgM4Rh9KMg1V4TtLOC3DIUMDU9f1C1ZMvvkprb4uGd9DUouVbpNEieUaDohpiuGsOYBb_l--NevagrQCgGaO6PSjjbQkmRV5wPCWuQG9zlZQk0Cw5jZKEKUTGU1IgNuccFNfsplRJ8RCcJrSili-lSSIHlF9fSNoCcs-SK2QDUDOvCnvg9bSzE5VFcH59JlMoNQGoot5S_7HzxJdWIh42yyCQ=&p=2&fvj=1&vjs=3,"['urgent requirement pharma', 'requirement pharma fresher', 'urgent requirement', 'preferred', 'year', 'pharma fresher', 'work', 'urgent', 'fresher', 'requirement pharma', 'requirement', 'pharma', 'part-timesalary', 'monthexperience', 'education', 'bachelor', 'benefits', 'time period', 'short time period', 'scientific research']","['work home short time period', 'urgent requirement pharma fresher', 'internet browsing mandatory skills', 'good pharma understand excel', '00 ₹ 6', '₹ 5', 'work homeindustry', 'total work', 'scientific research', 'job type', 'developmentwork remotely', '1 year', 'work', '00', 'yes', 'timesalary', 'preferred', 'part', 'monthexperience', 'education', 'benefits', 'bachelor', '000']","['short', 'period', 'excel', 'time', 's']"
Data Scientist (Pune- 90099),amdocs,"Pune, Maharashtra",2+ years experience,"['A/B Testing', 'Natural Language Processing', 'Machine Learning', 'Data Mining', 'TensorFlow', 'Python', 'R']",https://indeed.co.in/rc/clk?jk=7e2ba2aa29356d1a&fccid=3b6bf500a6749588&vjs=3,"['calls messages hold', 'messages hold world', 'communications fabric run', 'fabric run systems', 'data', 'amdocs helped create', 'run systems amdocs', 'systems amdocs helped', 'billions transactions', 'calls messages', 'helped create', 'messages hold', 'hold world', 'world ’s communications', 'communications fabric', 'fabric run', 'run systems', 'business', 'learning', 'experience']","['identify analyze new data analytic directions potential business impact determine proper prioritization data analytics activities based business needs analytics roi', 'respect “ feel good factor ” happen workplace built kind people amdocs employs', 'design data mining solutions implemented executed alignment planned scope design coverage needs', 'respectfully interacts organization boundaries cross regional teams presence needed support business', 'natural language processing comfortable going open source code reading research papers', 'oversees data collection process designs data structure collaboration data experts', 'data scientist performs data mining develops algorithms provide insight data', 'nurture entrepreneurial instincts open doors promote ability seize day', 'machine learning role deep understanding experience field machine learning', 'leveraging knowledge broad understanding e2e business processes requirements', 'including preparation patents white papers facilitating presentations conferences', 'writing complex transformation logic generate independent dependent variables', 'ensures data data analysis activities highest quality', 'communications fabric run systems amdocs helped create', 'deep learning statistical learning experience statistical languages', 'ability work independently drive projects love job', 'work closely content experts managers pinpoint queries', 'supportive atmosphere culture built mutual support', 'define data analytics research plan', 'b testing generating production ready code', 'experience creating advanced machine learning algorithms', 'moving exciting new areas media', 'required business needs predictions', 'end data based research', 'unsupervised reinforcement machine learning problems', '4 years experience data science', 'scope resources required meet objectives', 'data analysis trends business', 'work largest innovative companies planet', 'hands experience data mining', 'subject matter business experts', 'calls messages hold world ’', 'company built amazing people', 'identify data sources', 'work makes impact', '... job duties responsibilities', 'working dynamic professionals back', 'position motivated talented innovator', 'understand model lifecycle cleansing', 'standardizing raw data', 'construct data models', 'end creating content', 'factor analysis', 'job look like', 'map data', 'oversee perform end', 'opportunities grow develop', 'career journey us', 'scikit etc .)', 'algorithms formulas', 'data', 'sentence hands', 'day', 'model selection', 'validate results', 'present results', 'past decades', 'neural networks', 'gradient boosting', 'feature creation', 'experienced supervised', 'decision trees', 'continually reinvented', 'cloud services', 'billions transactions', 'bi big', 'area ownership', 'anomaly detection', 'etc', 'selection', 'uses', 'tuning', 'top', 'tensorflow', 'svm', 'regression', 'r', 'pytorch', 'python', 'need', 'keras', 'iot', 'gaming', 'frameworks', 'clustering', '5g', '2']","['service', 'insight', 'scope', 'model', 'logic', 'ready', 'tensorflow', 'communication', 'python', 'system', 'svm', 'structure', 'production', 'construct', 'message', 'white', 'processing', 'project', 'map', 'prediction', 'position', 'transformation', 'writing', 'formula', 'direction', 'presentation', 'process', 'mining', 'pytorch', 's', 'dynamic', 'cloud', 'regional', 'drive', 'required', 'boosting', 'identify', 'culture', 'role', 'atmosphere', 'tree', 'organization', 'iot', 'b', 'analysis', 'testing', 'generate', 'subject', 'area', 'detection', 'highest', '5g', 'conference', 'call', 'creation', 'algorithm', 'roi', 'responsibility', 'alignment', 'lifecycle', 'r', 'solution', 'ownership', 'analytics', 'boundary', 'field', 'sentence', 'fabric', 'gradient', 'collaboration', 'trend', 'selection', 'regression', 'proper', 'journey']"
Data Scientist,Ank Aha,"New Delhi, Delhi",2+ years experience,"['Microsoft Excel', 'Leadership Experience', 'Machine Learning', 'Data Warehouse', 'Big Data', 'MongoDB', 'Python', 'Hadoop', 'MySQL', 'Spark', 'Apache Hive', 'Java', 'SAS', 'R']",https://indeed.co.in/rc/clk?jk=46c05f5e4257bce1&fccid=bb06134d61a9b592&vjs=3,"['data', 'technology tools relevant', 'technology tools', 'development technology tools', 'support', 'knowledge', 'responsibilities analyse', 'public', 'policy', 'tools relevant', 'analyse', 'responsibilities analyse data', 'tools relevant development', 'familiarity', 'analysis', 'development', 'government', 'responsibilities', 'technology', 'skills']","['work creating data insights developmental public policy issues focus providing knowledge support policy makers informing public discourse', 'graphics development governance issues dissemination media outlets general public analyzing interpreting primary level data swaniti ’', 'skills required data scientist expected demonstrated record ‘ problem solver ’ ability analyse big data', '2 years active work experience public private sector role dealing directly data cleaning', 'micro planning projects identify key patterns national state level policy making', 'data major government schemes departments maintained structured data warehouse updated regularly', 'responsibilities analyse data support development technology tools relevant development sector', 'creating data packages standardized customized research output use members parliament', 'use multivariate statistical analysis analyse data produce detailed project reports', 'support providing data analytics data technology related projects esp', 'presenting visually lucid manner stakeholders policymakers swaniti ’', 'excellent working knowledge ms excel strong leadership skills', 'ensure data integrity consistency relevant data systems', 'understanding statistical concepts involving descriptive inferential stats', 'excellent people team skills constant willingness learn', 'commitment working policy developmental challenges india', 'familiarity handling database systems like mysql hive', 'cleaning maintaining data open government datasets', 'making recommendations solving real world problems', 'conceptualize create standalone data visualizations info', 'understanding linear algebra concepts matrix manipulations', 'analysis cleaned data identify patterns', 'qualifications graduate degree field courses statistics', 'ability write complex macros excel', 'needed provide inputs knowledge consultations', 'knowledge common machine learning algorithms', 'members legislative assembly civil servants', 'eigen values vectors multivariable calculus', 'dimensionality reduction supervised unsupervised techniques', 'libraries data manipulation plotting', 'knowledge government policies', 'correlations infer meaningful conclusions', 'advanced degrees given preference', 'econometrics data', 'analysis visualizations', 'familiarity packages', 'recommended proficiency r', 'eg – numpy', 'confidence intervals sampling', 'schemes implementation', 'proficiency python java', 'related subjects', 'jaano india', 'familiarity mongodb', 'learn', 'jigyasa portal', 'jigyasa platform', 'hypothesis testing', 'clustering classification', 'python', 'thereafter', 'stata', 'spss', 'spark', 'scikit', 'sas', 'panda', 'hadoop', 'collecting']","['hadoop', 'algebra', 'lucid', 'insight', 'python', 'mysql', 'policy', 'system', 'reduction', 'excel', 'scikit-learn', 'key', 'portal', 'discourse', 'planning', 'classification', 'project', 'correlation', 'consistency', 'hive', 'vector', 'private', 'java', 'package', 's', 'public', 'sa', 'sector', 'scheme', 'required', 'identify', 'standardized', 'outlet', 'role', 'database', 'warehouse', 'analysis', 'visualization', 'integrity', 'testing', 'platform', 'subject', 'input', 'mongodb', 'record', 'implementation', 'concept', 'sampling', 'numpy', 'matrix', 'stata', 'calculus', 'focus', 'output', 'micro', 'algorithm', 'responsibility', 'eigen', 'r', 'solver', 'preference', 'parliament', 'analytics', 'report', 'field', 'assembly', 'servant', 'm', 'spss', 'state', 'member']"
Data Scientist,TCG Digital,India,2+ years experience,"['Machine Learning', 'Apache Hive', 'SQL', 'Apache Pig', 'SAS', 'R']",https://indeed.co.in/rc/clk?jk=d991b80025991098&fccid=53cfe18ce8dd5f10&vjs=3,"['years academic qualification', 'mba top-tier engineering', 'economics leading university', 'corporate trainingcompetitive performance-oriented', 'progression personal developmentprofessional', 'environment based camaraderie', 'areas performance management', 'growth opportunities career', 'planning compensation rewards', 'university overview continuous', 'b-school ormasters statistics', 'leading university overview', 'employee benefits packageindustry', 'benefits packageindustry benchmarked', 'opportunities career progression', 'career progression personal', 'performance-oriented compensation employee', 'compensation employee benefits', 'trainingcompetitive performance-oriented compensation', 'career planning compensation']","['interacting business stake holders gathering requirementsanalysing data develop key insights business trends performanceapplying statistical', 'working experience advanced analytics techniques predictive modelling time series forecasting machine learning etc', 'mathematical algorithms needed address specific business problemsproficiency query languages sql', 'core responsibilities include leveraging data science solve business cases', 'oriented compensation employee benefits packageindustry benchmarked hr policies practices', 'intermediate querying scripting skills sqlexperience relevant field statistics', 'roles responsibilities involve teamwork work individual contribution needed', 'role require sound understanding business functions', 'involve teamwork work individual contribution needed', 'growth opportunities career progression personal developmentprofessional', 'articulate confident written verbal communication skills', 'europe experience2 years academic qualification', 'economics leading university overview continuous', 'statistical concepts algorithm design', 'career planning compensation rewards', 'work environment based camaraderie', 'sales quick execution pocs', 'particularly areas performance management', 'job corporate trainingcompetitive performance', 'spocbuddhadeb bhattacharjee mail tobuddhadeb', 'typical activities include', 'science applied math', 'learning professional development', 'school ormasters statistics', 'python additional skills', 'continuous learning', 'training team members', 'preferable ), hive', 'e ., b', 'individual mentorship', 'implementation skills', 'tier engineering', 'mba top', 'contributing pre', 'bhattacharjee', 'b', 'tech', 'tcg', 'stimulating', 'sas', 'r', 'preferred', 'pig', 'locationindia', 'digital', 'com', 'clear']","['continuous', 'insight', 'member', 'communication', 'python', 'policy', 'reward', 'key', 'clear', 'performance', 'planning', 'case', 'hive', 'articulate', 'corporate', 'series', 'core', 'e', 'time', 'environment', 's', 'execution', 'sa', 'economics', 'include', 'math', 'role', 'function', 'b', 'scripting', 'area', 'implementation', 'concept', 'forecasting', 'algorithm', 'com', 'responsibility', 'require', 'r', 'querying', 'sql', 'analytics', 'field', 'trend', 'predictive']"
Data Scientist,Agnik,India,,"['Signal Processing', 'Machine Learning', 'C/C++', 'Data Mining', 'Java']",https://indeed.co.in/rc/clk?jk=08c443685b2f2ddc&fccid=0ad80630a67215ca&vjs=3,"['open agnik hiring', 'areas strong motivation', 'open agnik', 'strong motivation', 'agnik hiring data', 'status', 'science intern background', 'agnik hiring', 'background following areas', 'areas strong', 'science intern', 'data science intern', 'hiring data science', 'data scientist', 'data', 'intern', 'intern background', 'data science', 'scientist', 'open']","['open agnik hiring data science intern background following areas strong motivation', 'statistics positions require citizenship candidates authorized work united states', 'experience programming c ++/ java', 'application data science intern', 'pursuing degree electrical engineering', 'distributed programming 3', 'signal processing 2', 'send resume jobs', 'familiarity machine learning', 'data scientist', 'data mining', 'agnik', 'intern', 'statistics', 'candidates', 'subject line', 'status', 'position', 'physics', 'math', 'interested', 'com', '1']","['status', 'line', 'intern', 'resume', 'processing', 'position', 'java', 'mining', 'c', 'math', 'send', 'subject', 'area', 'require', 'candidate', 'background', 'state', 'com', 'distributed']"
MIS/Data Analyst,1Tab,"Noida, Uttar Pradesh",,"['Quantitative Analysis', 'Microsoft Excel', 'SQL']",https://indeed.co.in/company/1Tab/jobs/Mis-Data-Analyst-2e4f0eecdd669248?fccid=93a8042cd4f07037&vjs=3,"['completing internal external', 'job descriptionthe healthcare', 'job descriptionthe', 'completing internal', 'internal external projects', 'responsible supporting', 'internal external', 'analyst responsible supporting', 'analyst', 'assigned supervisor', 'data', 'support', 'quantitative', 'analysis', 'statistical', 'job', 'supervisor', 'completing', 'external projects', 'descriptionthe healthcare']","['complex datasetsdevelop implement statistical analysis plans address project objectivesdevelop strong problem solving skillsproduce sophisticated code sound statistical reportsdevelop understandable pertinent visual data summarieseffectively present statistical findings consulting team non', 'position designed foster individual growth capability leveraging current knowledge ability complete novel assignments', 'quantitative fieldexperience quantitative analysis demonstrated focus statistics analyticsexperience application development software implementation preferred', 'analyst develop easily understood visual data summaries support analysis results', 'analyst gain experience claims qualitative quantitative healthcare data support client needs', 'professional presencestrong written oral communication skillsorganizational time management skillsself', 'seasoned analyst mentor practice assigned support learning capability development', 'requiredexperience microsoft excel similar software quantitative analysis', 'job descriptionthe healthcare data analyst responsible supporting', 'identified support work milliman indianapolis health practice', 'provide statistical analysis large', 'consulting firms plus required', 'task environmentwork independently collaboratively projectsqualifications', 'appropriate project', 'desire learn moreexperience pharmaceutical', 'completing internal external projects', 'team', 'job duties responsibilities', 'experience coding languages', 'based analyst', 'statisticianswork efficiently multi', 'oriented attitudejob type', 'bachelors masters degree', 'assigned supervisor', 'experience', 'provident fund', 'eg r', 'biotechnology companies', 'degree', 'timebenefits', 'strengths', 'starter', 'sql', 'sas', 'python', 'pharmacy', 'pf', 'mathematics', 'industry', 'full', 'economics', 'background', 'additionally']","['quantitative', 'python', 'communication', 'excel', 'project', 'client', 'position', 'time', 'capability', 's', 'sa', 'economics', 'required', 'external', 'internal', 'analysis', 'implementation', 'focus', 'summary', 'complete', 'responsibility', 'r', 'background', 'sql', 'master']"
Data Scientist/ Machine Learning Consultant ( UK Location),Imurgence,India,1+ years experience,"['Machine Learning', 'Analysis Skills', 'Node.js', 'Python', 'JavaScript']",https://indeed.co.in/rc/clk?jk=7e0783bf38f7fafc&fccid=cd8492a732b8eb63&vjs=3,"['years experience solid', 'united kingdom salary', 'kingdom salary annum', 'visa sponsored company', 'sponsored company qualification', 'predictive prescriptive modellingdata', 'mathematical background business', 'background business verticals', 'clusteringstrong technical skills', 'skills python numpy', 'prescriptive modellingdata wrangling', 'modellingdata wrangling data', 'wrangling data cleansing', 'data cleansing experiencestrong', 'cleansing experiencestrong analytical', 'experiencestrong analytical skillsany', 'year experience machine', 'machine learningexposure machine', 'learning development projects', 'development projects job']","['machine learning experience -> predictive prescriptive modellingdata wrangling data cleansing experiencestrong analytical skillsany experience node', 'experience machine learningexposure machine learning models corresponding statistics like k', 'year experience machine learning development projects job skills', 'clusteringstrong technical skills python numpy', 'years experience solid 1', 'sc equivalent experience needed', 'visa sponsored company qualification', 'united kingdom salary annum', 'mathematical background business verticals', 'job location', 'work permit', 'js beneficial', 'bonus uk', 'tech', 'statistical', 'scikit', 'responsibilities', 'pandas', 'means', 'mca', 'london', 'learn', 'financial', 'bayesian', 'bankingtelecomtravelhealthcare', 'b', '5', '40', '000']","['k-means', 'model', 'python', 'analytical', 'solid', 'scikit-learn', 'predictive', 'project', 'location', 'b', 'equivalent', 'numpy', 'bayesian', 'responsibility', 'visa', 'background', 'm', 'financial', 'j', 'sc']"
Data Scientist,Gauge Data Solutions,"Noida, Uttar Pradesh",,"['AI', 'Machine Learning', 'Python', 'C/C++', 'Java', 'SAS', 'R']",https://indeed.co.in/rc/clk?jk=ba10541f71685273&fccid=1cfd48d39d651645&vjs=3,"['staying abreast latest', 'abreast latest techniques', 'latest techniques algorithms', 'adoption delivery teams', 'primary role staying', 'staying abreast', 'abreast latest', 'latest techniques', 'techniques algorithms', 'overseeing adoption', 'analytics overseeing adoption', 'delivery teams', 'primary role', 'overseeing adoption delivery', 'primary', 'teams', 'machine learning', 'role staying abreast', 'machine', 'learning']","['primary role staying abreast latest techniques algorithms data analytics overseeing adoption delivery teams', 'leading house efforts researching newer novel analytics methodologies', 'expected actively involved stages solution delivery client', 'preferred skills experience analyzing actual business data', 'secondary role mentoring junior staff', 'basic skills expert following', 'kindly send cv hr', 'domain knowledge industry verticals', 'strong experience following', 'statistics similar methodologies', 'basic knowledge following', 'spss similar packages', 'peer reviewed publications', 'education phd ms', 'agent based modeling', 'telecom etc .)', 'c ++, java', 'quantitative field', 'operations research', 'machine learning', 'game theory', 'artificial intelligence', 'statistics', 'etc', 'c', 'sas', 'r', 'python', 'physics', 'matlab', 'mathematics', 'interested', 'healthcare', 'gaugeanalytics', 'engineering', 'com']","['quantitative', 'python', 'matlab', 'modeling', 'basic', 'operation', 'client', 'peer', 'package', 'java', 'sa', 'c', 'methodology', 'role', 'agent', 'send', 'stage', 'theory', 'algorithm', 'effort', 'r', 'solution', 'analytics', 'field', 'm', 'spss', 'com']"
Data Analyst,Baker Hughes,India,,[],https://indeed.co.in/rc/clk?jk=82ebc89660644dc5&fccid=f4c6ba597fc7aa75&vjs=3,"['talented motivated professionals', 'motivated professionals future', 'building talent community', 'talent community', 'highly talented motivated', 'data', 'talented motivated', 'motivated professionals', 'professionals future job', 'baker hughes', 'community highly talented', 'community', 'building talent', 'work', 'job', 'role', 'talent', 'professionals future', 'inspection', 'report']","['hours competencieseffective problem solverdetail process oriented deep commitment qualityability persevere periods high work volumedrives results ensures deliverables metcomposed ability work meet deadlines fast paced work environment work experience qualifications', 'book productionintegration supplementary dataapplication client profiles organize report line inspection resultsidentifies quality productivity issues potential solutionsreport levels management project milestonesone years post hire', 'sales support service reporting informationpreliminary final report productionquality check pipeline listing report contentreport levels management project milestonesexamples key deliverables performance indicators', 'statistical skills remember joining talent community application specific job baker hughes privilege considered opportunity suits profile priority', 'ged accredited school institutionminimum 6 months experience data analytics similar analytics role desired characteristics', 'acting lead analyst specific reportidentifies quality productivity issues potential solutionsprovision pre post', 'year technical degree accredited school institution preferredbeing proficient microsoft excel windows sqldetailed', 'although skills required fully certified data analyst pipeline inspection industry developed time', 'process orientated approachability drive issues robust closure timely mannerexcellent interpersonal', 'time delivery reportsreport time yield (% time report final report', 'building talent community highly talented motivated professionals future job roles', 'role responsible production pipeline inspection reports delivered clients globe', 'data analysts ultimately responsible organization control pipeline inspection data', 'confirmation acceptable datainterpretation quantification signal datadetailed defect sizing assessmenttraining', 'business integral ensuring safe operating oil gas pipelines world', 'accurate technical reports based thorough analysis cornerstone pii ’', 'ideal candidate persistent problem solver enjoys data intensive', 'achievement industry certifications allowing scale data analysisflawless execution', 'ability communicate immediate work environment', 'coaching mentoring newer analystsensuring consistency work analysts', 'time delivery pipeline inspection report clients', 'deeply committed quality accuracy highly detailed level', 'employee success stories new job opportunities interested', 'time delivery data analysisknowledge data preparation processingpipe', 'successful career tend adept managing workloads resources', 'months year post hire', 'report client support', 'data analyst vital member pps team', 'individual process oriented', 'hit apply button talent community', 'match described job role excited', 'job requirements baker hughes', 'role data analyst viii', 'delivering high quality', 'exclusive news baker hughes', 'high school diploma', 'adherence industry standards required', 'member talent community', 'analytical work', 'procedural compliancereport cycle time', 'comprehensive analysis data', 'communication facilitation skillsstrong analytical', 'include post', 'data preparation', 'degree two', 'cool projects working', 'role summary', 'board future', 'associate ’', 'team approach', 'essential responsibilities', 'certain cases', 'requirements', 'analytical', 'six', 'processing', 'participative', 'facilitating', 'experimental', 'assessment', 'additionally']","['service', 'check', 'match', 'cycle', 'workload', 'analytical', 'period', 'reporting', 'communication', 'line', 'building', 'excel', 'key', 'performance', 'privilege', 'pre', 'supplementary', 'production', 'scale', 'pii', 'case', 'processing', 'project', 'consistency', 'client', 'sizing', 'hit', 'future', 'process', 'time', 'environment', 's', 'execution', 'post', 'hour', 'cornerstone', 'yield', 'drive', 'include', 'required', 'role', 'associate', 'organization', 'apply', 'window', 'robust', 'confirmation', 'analysis', 'final', 'persistent', 'integral', 'pipeline', 'button', 'summary', 'responsibility', 'candidate', 'gas', 'solver', 'indicator', 'profile', 'analytics', 'lead', 'report', 'communicate', 'inspection', 'member', 'procedural']"
Junior Data Scientist/ta,WSD Consultant,"Gurgaon, Haryana",1+ years experience,"['AI', 'Machine Learning']",https://indeed.co.in/rc/clk?jk=461baf223237ef45&fccid=c481d5bf263bbb1b&vjs=3,"['curriculam delivery management', 'end end curriculam', 'end curriculam delivery', 'qualify checklist written', 'description candidate qualify', 'candidate qualify checklist', 'candidate strong knowledge', 'content development academic', 'academic content delivery', 'development academic delivery', 'hyderabad job description', 'machine learning content', 'data science', 'science program manager', 'knowledge data science', 'time data science', 'candidate data science', 'machine learning', 'artificial intelligence', 'job description candidate']","['doctorate degree key skills data scientist company profile company great learning company great learning online hybrid learning company offers high', 'contact person pramod kumar address gurgaon mobile 8506010400 email id jobwsd', 'making regardless sector function work secure career growth future', 'candidate willing work time data science program manager', 'hyderabad job description candidate qualify checklist written', 'msg salary 7 lac 15 lac p', 'machine learning content development academic delivery experience', 'post graduation openings 3 additional doc', 'faculty development programs teaching institution e', 'relevant learning programs working professionals', 'candidate strong knowledge data science', '5 years qualification bachelor degree', 'programs delivered convenient robust technology', 'end end curriculam delivery management', 'programs help master data', 'candidate data science', 'maintenance work experience 1', 'enabled experience disruption careers', 'annual fixed ctc min', 'machine learning', 'academic content delivery', '5 years gurgaon', '0 lacs qualification b', 'learning companies', 'job specifications exp', '0 lacs max', '0 year', 'medicinae doctor', 'driven decision', 'artificial intelligence', 'application programming', '7', '15', 'mention ques', 'industry software', 'e', '5', 'b', '1', '0', 'ques', 'industry', 'tech', 'quality', 'pune', 'mumbai', 'md', 'impactful', 'gmail', 'com', 'chennai', 'bangalore']","['exp', 'p', 'key', 'gmail', 'doc', 'id', 'future', 'e', 'time', 's', 'sector', 'post', 'max', 'function', 'mobile', 'b', 'robust', 'data-driven', 'fixed', 'min', 'mention', 'email', 'com', 'candidate', 'profile', 'hybrid', 'msg', 'contact', 'ctc', 'master', 'kumar', 'maintenance']"
Data Scientist,HP,"Bengaluru, Karnataka",4+ years experience,"['Microsoft Excel', 'Machine Learning', 'Marketing', 'Analysis Skills', 'Tableau', 'Data Warehouse', 'R']",https://indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C4JTuWysBZGWr3ScYyn1q3GP1Wt9Y6KOMkEf9pRAXJOefEmXwTDv0x7eeR7AMe8ZO8BrZ0fycdeJ2hcKVZKW6ZdFWBMsZuJTwGhMaM6vXI2Wz-31r1La1ylYmo_Jt83PApAoKZYAaC_1jlaCMahHrdlshaJ-iF1z-mrxeXB7G0U6R7axTnOX7pkoM2zZNRIGocvmsolpUJNRsoK8TKQ25pwpolCy0ICXvuLHDv56f4iSoVPA3-x-hvXdmoMqLVvRP9yUebJWn9Zi46XWzHcXjWWZIeIlQw3-r1s7F90Os4tR40C91w-7dojFhXxRPLnF2QLLHjbnaRGT6Du3IZWF4AkShGkIvAhS7FuDmrfhU2zKocplmzkOzGpQd43tC7IygiIc7tS1IMetC-edQ8AQP8hOH4SStgOuZBPSQQJW6XPp07V36PLzYlns99daUq9hnG2bymas8sPS8qOcc0llqXJVUeFqN_RludGUKICVkqW3uQuvGaV69iciQI0NWV_WBgepya_e5KqvxFeeWmkeHTFDt0XQSV2e0_ZLUk-mRrjVPCd9Nq03Xls82L9TsjXBv-JeL1Dpsltk4hubFnnHxjykOXPcWlFXyRLBK_EVhJZonv7g55G1b0ur3f5lnMuuO9XjLvFVTr4vd1qmB9dRXLHxcoUKUU4_wDecSwbtY1cCgQ4eATzIJ8pzeowt4xYJ7gm9jafcRA3HDPdls7HzV3cLWvCkvFwjgUiDBM9eRkzNsdhGrMOVtr-Gm94IWrn_9SN0C8qgm_wkfttyOMnkyo1Edl3mOF8del7W1V7ehRWUg3o5kOZL5KYRehksb9Dkj69nn2xLiNY6ShQDOsG3vgs2Xv5DeLogwVSlf3xGZNfBjIxAgVQ_Bh6gZPjCqMyvwy9KM3ur9JebPaFB0HUrLc0y6FlsBhmc2Fa50xWiXW3d7l3gElm8hY&p=12&fvj=0&vjs=3,"['systems printing company', 'leading personal systems', 'personal systems printing', 'technology makes life', 'create technology makes', 'printing company', 'data', 'experience', 'leading personal', 'personal systems', 'systems printing', 'technology makes', 'makes life', 'pricing', 'world', 'world works', 'advanced', 'ability', 'create technology', 'analytics']","['chance apply statistical methods analyze effect pricing sales decisions business performance experience building interpreting machine learning models real business data', 'required experience validating data flows preparing etl processes according business requirements visualize interpret results analyses', 'additional qualifications 5 years advanced analytics experience advanced proficiency r language required', 'econometrics ,) advanced degree preferred ability design reporting dashboards knowledge reporting software', 'proficient microsoft excel database management manipulate data varying sources highlight patterns', 'including senior leadership design implement dashboards management track current sales', 'ability build strong relationships different functions university degree quantitative discipline', 'including strategy recommendations present results corresponding recommendations relevant stakeholders', 'good understanding financial metrics ability leverage pricing decision financials', 'develop validate statistical models supporting pricing decisions', '6 years ’ experience including graduate postgraduate research', 'neural networks ability merge different data sources', 'develop implement frameworks processes systematic data analysis', 'recommend refine ongoing improvements pricing models algorithms', 'leads project requiring data engineering solutions development', 'analyze data conduct regression analyses', 'experience advance way world works lives', 'create technology makes life better everyone', 'ready purposeful impact way world works', 'g ., quantitative economics quantitative marketing', 'advanced analytics experience marketing', 'leading personal systems printing company', 'data scientists project team', 'analytics experience marketing', 'familiarity relevant languages plus', 'innovation springs team individuals', 'high level emotional maturity', 'high level attention detail', 'data scientist bangalore', 'phd degree mathematics', 'pricing plus scope', 'profit performance', 'strong analytical skills', 'hp world ’', 'pricing plus', 'experience bachelor', 'impact collaborates peers', 'level individual contributors', 'typically interacts high', 'managers program teams', 'collaborating contributing perspectives', 'relationships trends', 'design', 'knowledge', 'future create', 'team player', 'typically 4', 'random forests', 'naïve bayes', 'looking visionaries', 'logit glm', 'junior engineers', 'boosted trees', 'g', 'economics', 'hp', 'tableau', 'statistics', 'shiny', 'science', 'savvy', 'probit', 'post', 'physics', 'master', 'like', 'li', 'incl', 'everywhere', 'equivalent', 'education', 'e', 'diplomatic', 'anomalies']","['random', 'quantitative', 'scope', 'reporting', 'analytical', 'ready', 'merge', 'model', 'flow', 'perspective', 'system', 'building', 'excel', 'maturity', 'performance', 'project', 'visualize', 'glm', 'etl', 'peer', 'dashboard', 'build', 'future', 'detail', 'process', 'e', 's', 'economics', 'innovation', 'manipulate', 'required', 'shiny', 'function', 'varying', 'apply', 'database', 'tree', 'equivalent', 'analysis', 'printing', 'algorithm', 'r', 'solution', 'validating', 'analytics', 'tableau', 'relationship', 'lead', 'master', 'high-level', 'financial', 'trend', 'spring', 'metric', 'regression', 'effect', 'highlight']"
